id,bbox_min_x,bbox_min_y,bbox_max_x,bbox_max_y,ccd,visit,goodpix,weight,filter,fwhm
1185207131,0,0,4071,3999,131,1185207,2127616,11.9109787564398,r_sim_1.4,0.6943661121288688
1185207133,0,0,4071,3999,133,1185207,632260,11.9109787564398,r_sim_1.4,0.6939315114095688
1185207134,0,0,4071,3999,134,1185207,12703459,11.9109787564398,r_sim_1.4,0.694774812387094
1185207141,0,0,4071,3999,141,1185207,441388,11.9109787564398,r_sim_1.4,0.6953158573200904
1186062123,0,0,4071,3999,123,1186062,1442395,12.91410316406993,r_sim_1.4,0.717779979378227
1186066001,0,0,4071,3999,1,1186066,571712,12.94953494860861,r_sim_1.4,0.7150383750160696
1189353070,0,0,4071,3999,70,1189353,2089260,13.493664042525008,r_sim_1.4,0.7216625431583779
1189353071,0,0,4071,3999,71,1189353,13109051,13.493664042525008,r_sim_1.4,0.727027279342118
1189353109,0,0,4071,3999,109,1189353,84165,13.493664042525008,r_sim_1.4,0.7283934351806561
1189353110,0,0,4071,3999,110,1189353,252536,13.493664042525008,r_sim_1.4,0.7251089443950046
1189387103,0,0,4071,3999,103,1189387,2046074,13.504883592911558,r_sim_1.4,0.7597590215709252
1189387104,0,0,4071,3999,104,1189387,1891021,13.504883592911558,r_sim_1.4,0.7613957321973245
1189387106,0,0,4071,3999,106,1189387,6383053,13.504883592911558,r_sim_1.4,0.7606657987561133
1189387107,0,0,4071,3999,107,1189387,5089296,13.504883592911558,r_sim_1.4,0.7604015420663154
1233923111,0,0,4071,3999,111,1233923,205033,13.79962432150374,r_sim_1.4,0.7831877047128056
1233923112,0,0,4071,3999,112,1233923,2672703,13.79962432150374,r_sim_1.4,0.7837160434161963
1233923114,0,0,4071,3999,114,1233923,1919248,13.79962432150374,r_sim_1.4,0.7826712415372404
1233923115,0,0,4071,3999,115,1233923,10869397,13.79962432150374,r_sim_1.4,0.7796234067366843
